track_id,artist_id,track_name,track_url,artist_name,track_description,likes,comments,shares,plays,track_image_url,track_image_path,track_date_time,tags,bpm,key,genre,waveform_url,waveform_path,length,is_track,mix,feat,remixer,original_producer,track_date,beatport_url,beatport_track_name,label,beatport_release
4944,126,DAVÃ - Ordinary Nightmares (Original Mix),https://soundcloud.com/djdavi/davi-illusion-original-mix-1,DAVI,None,478,16,76,18825,https://i1.sndcdn.com/artworks-000118253035-f7v27q-t500x500.jpg,https://sound-scraping.eu-west-3/track-images/126-4944-artworks-000118253035-f7v27q-t500x500.jpg,2015-05-27T19:09:35.000Z,None,123,Bâ™­ min,Tech House,https://geo-media.beatport.com/image_size/1500x250/ec09d833-fd29-42ec-9656-dd0da7e6ddbd.png,https://sound-scraping.eu-west-3/waveforms/126-4944-ec09d833-fd29-42ec-9656-dd0da7e6ddbd.png,431,NULL,ORIGINAL MIX,Stephan Bodzin,None,DAVI,NULL,https://www.beatport.com/track/ordinary-nightmares/6771529,Ordinary Nightmares,Tenampa Recordings,06/07/2015
4945,126,DAVÃ - Illusion (Original Mix),https://soundcloud.com/djdavi/davi-ordinary-nightmares-1,DAVI,None,2239,65,299,68296,https://i1.sndcdn.com/artworks-000118253035-f7v27q-t500x500.jpg,https://sound-scraping.eu-west-3/track-images/126-4945-artworks-000118253035-f7v27q-t500x500.jpg,2015-05-27T19:09:35.000Z,None,121,G maj,Tech House,https://geo-media.beatport.com/image_size/1500x250/e892bd7a-6a93-4151-a36b-e28319d1c52d.png,https://sound-scraping.eu-west-3/waveforms/126-4945-e892bd7a-6a93-4151-a36b-e28319d1c52d.png,418,NULL,ORIGINAL MIX,Stephan Bodzin,None,DAVI,NULL,https://www.beatport.com/track/illusion/6771531,Illusion,Tenampa Recordings,06/07/2015
4946,126,DAVÃ - Metanoia (Club Mix),https://soundcloud.com/djdavi/davi-metanoia-club-mix-1,DAVI,None,466,17,62,24197,https://i1.sndcdn.com/artworks-000118252122-nuf8t5-t500x500.jpg,https://sound-scraping.eu-west-3/track-images/126-4946-artworks-000118252122-nuf8t5-t500x500.jpg,2015-05-27T17:47:11.000Z,None,120,G maj,Deep House,https://geo-media.beatport.com/image_size/1500x250/0da25963-cfc9-4043-a19f-94655a04a9fd.png,https://sound-scraping.eu-west-3/waveforms/126-4946-0da25963-cfc9-4043-a19f-94655a04a9fd.png,448,NULL,ORIGINAL MIX,Stephan Bodzin,None,DAVI,NULL,https://www.beatport.com/track/metanoia/6771528,Metanoia,Tenampa Recordings,06/07/2015
4947,126,DAVÃ - Metanoia (Original Mix),https://soundcloud.com/djdavi/davi-metanoia-original-mix,DAVI,None,734,28,120,27792,https://i1.sndcdn.com/artworks-000118246821-9ght5i-t500x500.jpg,https://sound-scraping.eu-west-3/track-images/126-4947-artworks-000118246821-9ght5i-t500x500.jpg,2015-05-27T17:35:45.000Z,None,120,G maj,Deep House,https://geo-media.beatport.com/image_size/1500x250/0da25963-cfc9-4043-a19f-94655a04a9fd.png,https://sound-scraping.eu-west-3/waveforms/126-4947-0da25963-cfc9-4043-a19f-94655a04a9fd.png,448,NULL,ORIGINAL MIX,Stephan Bodzin,None,DAVI,NULL,https://www.beatport.com/track/metanoia/6771528,Metanoia,Tenampa Recordings,06/07/2015
